Label,Lngx,Laty,Continent,ID
Espiye Turkey,38.72,40.95,Asia,Espiye Turkey
Juarez Mexico,-100.08,25.65,Americas,Juarez Mexico
Topeka USA,-95.69,39.04,Americas,Topeka USA
Hartford USA,-72.68,41.77,Americas,Hartford USA
Elmhurst USA,-87.94,41.9,Americas,Elmhurst USA
Oakland USA,-122.22,37.77,Americas,Oakland USA
Bron France,4.91,45.74,Europe,Bron France
Yibin China,104.57,28.77,Asia,Yibin China
Monterotondo Italy,12.62,42.05,Europe,Monterotondo Italy
Xiaogan China,113.9,30.92,Asia,Xiaogan China
Konolfingen Switzerland,7.62,46.88,Europe,Konolfingen Switzerland
Goteborg Sweden,12.01,57.72,Europe,Goteborg Sweden
Brantford Canada,-80.26,43.15,Americas,Brantford Canada
Eugene USA,-123.11,44.05,Americas,Eugene USA
Sparks USA,-119.74,39.54,Americas,Sparks USA
Amadora Portugal,-9.24,38.75,Europe,Amadora Portugal
Loures Portugal,-9.16,38.83,Europe,Loures Portugal
Bobadela Portugal,-9.09,38.82,Europe,Bobadela Portugal
Chifeng China,118.95,42.27,Asia,Chifeng China
Bloomington USA,-86.52,39.17,Americas,Bloomington USA
Talence France,-0.57,44.82,Europe,Talence France
Giessen Germany,8.68,50.58,Europe,Giessen Germany
Troyes France,4.08,48.3,Europe,Troyes France
Phitsanulok Thailand,100.27,16.82,Asia,Phitsanulok Thailand
Wimmis Switzerland,7.63,46.68,Europe,Wimmis Switzerland
Carlsbad USA,-117.29,33.12,Americas,Carlsbad USA
Jalna India,75.88,19.85,Asia,Jalna India
Kassel Germany,9.48,51.32,Europe,Kassel Germany
Shreveport USA,-93.8,32.47,Americas,Shreveport USA
Komatsu Japan,136.44,36.41,Asia,Komatsu Japan
Vinca Serbia,20.62,44.76,Europe,Vinca Serbia
Tsushima Japan,136.73,35.18,Asia,Tsushima Japan
Ubatuba Brazil,-45.08,-23.45,Americas,Ubatuba Brazil
Tabriz Iran,46.3,38.08,Asia,Tabriz Iran
Roanoke USA,-79.96,37.28,Americas,Roanoke USA
Yaroslavl Russia,39.87,57.62,Europe,Yaroslavl Russia
Vera Spain,-1.87,37.25,Europe,Vera Spain
Luohe China,114.03,33.57,Asia,Luohe China
Mobile USA,-88.09,30.68,Americas,Mobile USA
Binzhou China,118.01,37.37,Asia,Binzhou China
Akashi Japan,134.98,34.66,Asia,Akashi Japan
Akure Nigeria,5.2,7.25,Africa,Akure Nigeria
Florida Colombia,-76.24,3.33,Americas,Florida Colombia
Karlskrona Sweden,15.59,56.18,Europe,Karlskrona Sweden
Albany Australia,117.88,-35.02,Oceania,Albany Australia
Flekkefjord Norway,6.68,58.31,Europe,Flekkefjord Norway
Belfort France,6.85,47.65,Europe,Belfort France
Oberhausen Germany,6.86,51.47,Europe,Oberhausen Germany
Conway USA,-92.45,35.09,Americas,Conway USA
Banjarmasin Indonesia,114.59,-3.33,Asia,Banjarmasin Indonesia
Basirhat India,88.86,22.66,Asia,Basirhat India
Huayang China,103.92,30.58,Asia,Huayang China
Valbonne France,6.99,43.64,Europe,Valbonne France
Rovaniemi Finland,25.7,66.49,Europe,Rovaniemi Finland
Joinville Brazil,-48.84,-26.32,Americas,Joinville Brazil
Bayreuth Germany,11.58,49.95,Europe,Bayreuth Germany
Olathe USA,-94.81,38.89,Americas,Olathe USA
Harwich UK,1.3,51.95,Europe,Harwich UK
Lewes UK,0.01,50.88,Europe,Lewes UK
Lulea Sweden,22.16,65.6,Europe,Lulea Sweden
Lemesos Cyprus,33.05,34.68,Asia,Lemesos Cyprus
Traian Romania,27.03,46.63,Europe,Traian Romania
Lorena Brazil,-45.11,-22.73,Americas,Lorena Brazil
Brookline USA,-71.14,42.32,Americas,Brookline USA
Kakogawa Japan,134.84,34.77,Asia,Kakogawa Japan
Magdeburg Germany,11.62,52.13,Europe,Magdeburg Germany
Birjand Iran,59.22,32.88,Asia,Birjand Iran
Saint-Etienne-du-Rouvray France,1.1,49.4,Europe,Saint-Etienne-du-Rouvray France
Morogoro Tanzania,37.66,-6.82,Africa,Morogoro Tanzania
Fortaleza Brazil,-38.59,-3.78,Americas,Fortaleza Brazil
Jamnagar India,70.07,22.47,Asia,Jamnagar India
Naka Japan,140.17,36.05,Asia,Naka Japan
Isawa Japan,138.63,35.65,Asia,Isawa Japan
Benevento Italy,14.77,41.13,Europe,Benevento Italy
Portici Italy,14.34,40.81,Europe,Portici Italy
Bjelovar Croatia,16.84,45.91,Europe,Bjelovar Croatia
Louisville USA,-85.74,38.22,Americas,Louisville USA
Vista USA,-117.24,33.19,Americas,Vista USA
Dzerzhinsk Belarus,27.14,53.69,Europe,Dzerzhinsk Belarus
Fantanele Romania,26.32,47.52,Europe,Fantanele Romania
Nagaoka Japan,138.85,37.46,Asia,Nagaoka Japan
Kalamazoo USA,-85.59,42.27,Americas,Kalamazoo USA
Bern Switzerland,7.44,46.95,Europe,Bern Switzerland
Salta Argentina,-65.41,-24.79,Americas,Salta Argentina
Mataria Egypt,32.02,31.17,Africa,Mataria Egypt
Ardabil Iran,48.3,38.25,Asia,Ardabil Iran
Rizhao China,119.45,35.43,Asia,Rizhao China
Maden Turkey,40.4,40.18,Asia,Maden Turkey
Kiryu Japan,139.33,36.43,Asia,Kiryu Japan
Babol Iran,52.7,36.53,Asia,Babol Iran
Fryazino Russia,38.05,55.95,Europe,Fryazino Russia
Mitchell Canada,-81.18,43.47,Americas,Mitchell Canada
Taft Iran,54.22,31.73,Asia,Taft Iran
Izola Slovenia,13.66,45.54,Europe,Izola Slovenia
Koper Slovenia,13.73,45.55,Europe,Koper Slovenia
Zilina Slovakia,18.74,49.22,Europe,Zilina Slovakia
Rieti Italy,12.86,42.41,Europe,Rieti Italy
Bengbu China,117.33,32.95,Asia,Bengbu China
Wrexham UK,-3,53.05,Europe,Wrexham UK
Sackville Canada,-64.35,45.88,Americas,Sackville Canada
Urla Turkey,26.76,38.33,Asia,Urla Turkey
Gottingen Germany,9.92,51.53,Europe,Gottingen Germany
Ramenskoye Russia,38.35,55.49,Europe,Ramenskoye Russia
Chapaevsk Russia,49.72,52.98,Europe,Chapaevsk Russia
Fargo USA,-96.82,46.88,Americas,Fargo USA
Thetford UK,-0.74,52.42,Europe,Thetford UK
Griffith Australia,146.04,-34.29,Oceania,Griffith Australia
Watford UK,-0.4,51.66,Europe,Watford UK
Tongling China,117.78,30.95,Asia,Tongling China
Dubendorf Switzerland,8.63,47.4,Europe,Dubendorf Switzerland
Rheinstetten Germany,8.31,48.96,Europe,Rheinstetten Germany
Independence USA,-94.35,39.09,Americas,Independence USA
Liangxiang China,116.13,39.73,Asia,Liangxiang China
Fangshan China,115.96,39.69,Asia,Fangshan China
Rocklin USA,-121.24,38.8,Americas,Rocklin USA
Clausthal-Zellerfeld Germany,10.33,51.81,Europe,Clausthal-Zellerfeld Germany
Muroran Japan,141.01,42.34,Asia,Muroran Japan
Lappeenranta Finland,28.18,61.06,Europe,Lappeenranta Finland
Outokumpu Finland,29.02,62.73,Europe,Outokumpu Finland
Brescia Italy,10.22,45.55,Europe,Brescia Italy
Walbrzych Poland,16.28,50.78,Europe,Walbrzych Poland
Essen Germany,7,51.47,Europe,Essen Germany
Prokopyevsk Russia,86.71,53.9,Europe,Prokopyevsk Russia
Magurele Romania,26.03,45.1,Europe,Magurele Romania
Arak Iran,49.7,34.08,Asia,Arak Iran
Panama Panama,-79.53,8.97,Americas,Panama Panama
Constantine Algeria,6.6,36.36,Africa,Constantine Algeria
Hilo USA,-155.09,19.7,Americas,Hilo USA
Tuxtla Mexico,-95.22,18.45,Americas,Tuxtla Mexico
Saltillo Mexico,-101,25.42,Americas,Saltillo Mexico
Sahiwal Pakistan,73.11,30.67,Asia,Sahiwal Pakistan
Hatfield UK,-1.09,53.58,Europe,Hatfield UK
Viterbo Italy,12.09,42.42,Europe,Viterbo Italy
Terni Italy,12.65,42.57,Europe,Terni Italy
Delitzsch Germany,12.33,51.53,Europe,Delitzsch Germany
Dongling China,123.56,41.82,Asia,Dongling China
Beckum Germany,8.03,51.76,Europe,Beckum Germany
Villeneuve Switzerland,6.93,46.4,Europe,Villeneuve Switzerland
Hoover USA,-86.82,33.38,Americas,Hoover USA
Karur India,78.07,10.96,Asia,Karur India
Towson USA,-76.62,39.4,Americas,Towson USA
Rajkot India,70.79,22.31,Asia,Rajkot India
Atyrau Kazakhstan,51.88,47.12,Asia,Atyrau Kazakhstan
Yuxia China,108.63,34.07,Asia,Yuxia China
Fuling China,107.35,29.72,Asia,Fuling China
Chegdomyn Russia,133.02,51.12,Europe,Chegdomyn Russia
Muramatsu Japan,139.16,37.66,Asia,Muramatsu Japan
Blagoveshchensk Russia,127.53,50.27,Europe,Blagoveshchensk Russia
Abakan Russia,91.43,53.72,Europe,Abakan Russia
Abaza Russia,90.09,52.66,Europe,Abaza Russia
Rosario Argentina,-60.67,-32.94,Americas,Rosario Argentina
Aizawl India,92.71,23.71,Asia,Aizawl India
Cajamarca Peru,-78.52,-7.16,Americas,Cajamarca Peru
Sanwa Japan,139.82,36.2,Asia,Sanwa Japan
Tolyatti Russia,49.51,53.48,Europe,Tolyatti Russia
Showa Japan,139.8,35.99,Asia,Showa Japan
Lima Peru,-77.05,-12.07,Americas,Lima Peru
Tarma Peru,-75.73,-11.41,Americas,Tarma Peru
Waterbury USA,-73.04,41.56,Americas,Waterbury USA
Armilla Spain,-3.62,37.15,Europe,Armilla Spain
Teo Spain,-8.5,42.75,Europe,Teo Spain
Leon Spain,-5.57,42.59,Europe,Leon Spain
Naperville USA,-88.15,41.76,Americas,Naperville USA
Taihe China,105.38,30.86,Asia,Taihe China
Shiyan China,110.78,32.57,Asia,Shiyan China
Xinhua China,111.29,27.75,Asia,Xinhua China
Srikakulam India,83.9,18.3,Asia,Srikakulam India
Bremerhaven Germany,8.58,53.55,Europe,Bremerhaven Germany
Syracuse USA,-76.14,43.04,Americas,Syracuse USA
Zhangye China,100.45,38.93,Asia,Zhangye China
Greifswald Germany,13.39,54.09,Europe,Greifswald Germany
Toki Japan,137.18,35.35,Asia,Toki Japan
Mandal Norway,7.44,58.03,Europe,Mandal Norway
Haugesund Norway,5.27,59.42,Europe,Haugesund Norway
Gatchina Russia,30.13,59.57,Europe,Gatchina Russia
Chisinau Moldova,28.83,47.03,Europe,Chisinau Moldova
Aversa Italy,14.19,40.98,Europe,Aversa Italy
Kielce Poland,20.65,50.89,Europe,Kielce Poland
Montclair USA,-74.21,40.82,Americas,Montclair USA
Ajdovscina Slovenia,13.9,45.89,Europe,Ajdovscina Slovenia
Gujrat Pakistan,74.07,32.58,Asia,Gujrat Pakistan
Manizales Colombia,-75.52,5.06,Americas,Manizales Colombia
Miaoli Taiwan,120.81,24.57,Asia,Miaoli Taiwan
Kazan Turkey,32.68,40.23,Asia,Kazan Turkey
Muncie USA,-85.39,40.2,Americas,Muncie USA
Bissen Luxembourg,6.06,49.78,Europe,Bissen Luxembourg
Shimla India,77.16,31.11,Asia,Shimla India
Pavia Italy,9.15,45.2,Europe,Pavia Italy
Roma Australia,148.78,-26.57,Oceania,Roma Australia
Warwick Australia,152.03,-28.22,Oceania,Warwick Australia
Largo USA,-82.78,27.91,Americas,Largo USA
Pontecorvo Italy,13.68,41.46,Europe,Pontecorvo Italy
Versoix Switzerland,6.16,46.29,Europe,Versoix Switzerland
Santiago Brazil,-54.88,-29.18,Americas,Santiago Brazil
Ryde UK,-1.17,50.74,Europe,Ryde UK
Reforma Mexico,-91.02,18.1,Americas,Reforma Mexico
Guanajuato Mexico,-101.28,21.02,Americas,Guanajuato Mexico
Kottayam India,76.52,9.6,Asia,Kottayam India
Rockville USA,-77.15,39.08,Americas,Rockville USA
Farmington USA,-108.19,36.75,Americas,Farmington USA
Yuzhno-Sakhalinsk Russia,142.74,46.95,Europe,Yuzhno-Sakhalinsk Russia
Wuchang China,127.15,44.92,Asia,Wuchang China
Changzhi China,111.75,35.22,Asia,Changzhi China
Zhangjiakou China,114.93,40.83,Asia,Zhangjiakou China
Carlton UK,-1.08,52.98,Europe,Carlton UK
Cordoba Spain,-4.77,37.88,Europe,Cordoba Spain
Cordoba Argentina,-64.19,-31.4,Americas,Cordoba Argentina
Amritsar India,74.87,31.64,Asia,Amritsar India
Hosur India,77.82,12.72,Asia,Hosur India
Zhoukou China,114.63,33.64,Asia,Zhoukou China
Tunis Tunisia,10.22,36.84,Africa,Tunis Tunisia
Buckingham UK,-0.98,52,Europe,Buckingham UK
Jyvaskyla Finland,25.75,62.26,Europe,Jyvaskyla Finland
Toyokawa Japan,137.39,34.82,Asia,Toyokawa Japan
Matsudo Japan,139.9,35.78,Asia,Matsudo Japan
Nobeoka Japan,131.68,32.58,Asia,Nobeoka Japan
Pinawa Canada,-95.88,50.15,Americas,Pinawa Canada
Heze China,115.45,35.23,Asia,Heze China
Tambaram India,80.12,12.93,Asia,Tambaram India
Meppen Germany,7.3,52.7,Europe,Meppen Germany
Euskirchen Germany,6.79,50.66,Europe,Euskirchen Germany
Bhiwani India,76.12,28.81,Asia,Bhiwani India
Quiroga Mexico,-101.53,19.67,Americas,Quiroga Mexico
Aubiere France,3.11,45.76,Europe,Aubiere France
Wageningen Netherlands,5.67,51.98,Europe,Wageningen Netherlands
Maidenhead UK,-0.74,51.53,Europe,Maidenhead UK
Vallejo USA,-122.26,38.11,Americas,Vallejo USA
Yoshii Japan,138.98,36.25,Asia,Yoshii Japan
Takasaki Japan,139.02,36.33,Asia,Takasaki Japan
Antioquia Colombia,-75.83,6.56,Americas,Antioquia Colombia
Sangolqui Ecuador,-78.46,-0.31,Americas,Sangolqui Ecuador
Monterrey Mexico,-100.32,25.67,Americas,Monterrey Mexico
Benha Egypt,31.18,30.47,Africa,Benha Egypt
Mol Belgium,5.1,51.18,Europe,Mol Belgium
Ivanovo Russia,40.99,57.01,Europe,Ivanovo Russia
Ufa Russia,56.04,54.78,Europe,Ufa Russia
Sterlitamak Russia,55.95,53.63,Europe,Sterlitamak Russia
Bakersfield USA,-119,35.36,Americas,Bakersfield USA
Khouribga Morocco,-6.91,32.89,Africa,Khouribga Morocco
Schaumburg USA,-88.08,42.03,Americas,Schaumburg USA
Xiangfan China,112.13,32.02,Asia,Xiangfan China
Allahabad India,81.84,25.45,Asia,Allahabad India
Liaoyang China,123.18,41.28,Asia,Liaoyang China
Henderson USA,-115,36.03,Americas,Henderson USA
Jacksonville USA,-77.4,34.76,Americas,Jacksonville USA
Korla China,86.15,41.73,Asia,Korla China
Ushiku Japan,140.14,36,Asia,Ushiku Japan
Manila Philippines,120.97,14.62,Asia,Manila Philippines
Aswan Egypt,32.92,24.08,Africa,Aswan Egypt
Shihezi China,86.03,44.3,Asia,Shihezi China
Gandia Spain,-0.18,38.98,Europe,Gandia Spain
Chengde China,117.93,40.96,Asia,Chengde China
Yongfeng China,112.18,27.46,Asia,Yongfeng China
Carmel USA,-86.11,39.97,Americas,Carmel USA
Kitimat Canada,-128.7,54.01,Americas,Kitimat Canada
Folsom USA,-121.15,38.68,Americas,Folsom USA
Vimodrone Italy,9.26,45.5,Europe,Vimodrone Italy
Eluru India,81.11,16.72,Asia,Eluru India
Renfrew UK,-4.37,55.87,Europe,Renfrew UK
Medellin Colombia,-75.54,6.29,Americas,Medellin Colombia
Changji China,87.32,44.02,Asia,Changji China
Baotou China,110.05,40.6,Asia,Baotou China
Kure Japan,132.56,34.25,Asia,Kure Japan
Jiangmen China,113.08,22.58,Asia,Jiangmen China
Kulu Turkey,33.08,39.1,Asia,Kulu Turkey
Tirana Albania,19.82,41.33,Europe,Tirana Albania
Pollachi India,77,10.67,Asia,Pollachi India
Viareggio Italy,10.24,43.89,Europe,Viareggio Italy
Ilam Iran,46.43,33.63,Asia,Ilam Iran
Norilsk Russia,88.22,69.34,Europe,Norilsk Russia
Izumi Japan,135.42,34.48,Asia,Izumi Japan
Chikugo Japan,130.5,33.2,Asia,Chikugo Japan
Dumfries UK,-3.63,55.07,Europe,Dumfries UK
Donetsk Ukraine,37.82,48,Europe,Donetsk Ukraine
Melaka Malaysia,102.25,2.21,Asia,Melaka Malaysia
Belgaum India,74.5,15.86,Asia,Belgaum India
Dubrovnik Croatia,18.07,42.66,Europe,Dubrovnik Croatia
Quincy USA,-91.39,39.93,Americas,Quincy USA
Quezon Philippines,123.28,10.43,Asia,Quezon Philippines
Orange USA,-117.82,33.81,Americas,Orange USA
Lethbridge Canada,-112.83,49.69,Americas,Lethbridge Canada
Cardenas Mexico,-99.67,22,Americas,Cardenas Mexico
Basildon UK,0.46,51.57,Europe,Basildon UK
Srinagar India,74.79,34.09,Asia,Srinagar India
Winnipeg Canada,-97.17,49.88,Americas,Winnipeg Canada
Savannakhet Laos,104.75,16.57,Asia,Savannakhet Laos
Akyurt Turkey,33.1,40.13,Asia,Akyurt Turkey
Faro Portugal,-7.94,37.03,Europe,Faro Portugal
Tacoma USA,-122.46,47.25,Americas,Tacoma USA
Jaen Spain,-3.8,37.77,Europe,Jaen Spain
Aleksandrov Russia,38.72,56.4,Europe,Aleksandrov Russia
Edirne Turkey,26.56,41.69,Asia,Edirne Turkey
Cali Colombia,-76.52,3.44,Americas,Cali Colombia
Narbonne France,2.9,43.19,Europe,Narbonne France
Charleston USA,-79.99,32.79,Americas,Charleston USA
Campo Portugal,-7.91,40.7,Europe,Campo Portugal
Sovetskiy Russia,63.58,61.36,Europe,Sovetskiy Russia
Mechelen Belgium,4.47,51.03,Europe,Mechelen Belgium
Monmouth UK,-3,51.67,Europe,Monmouth UK
Bristol USA,-72.94,41.68,Americas,Bristol USA
Severn USA,-76.69,39.14,Americas,Severn USA
Kuopio Finland,27.7,62.9,Europe,Kuopio Finland
Mikkeli Finland,27.26,61.7,Europe,Mikkeli Finland
Lishui China,119.91,28.46,Asia,Lishui China
Shelton USA,-73.14,41.3,Americas,Shelton USA
Bridgeport USA,-73.2,41.19,Americas,Bridgeport USA
Kokubu Japan,130.77,31.73,Asia,Kokubu Japan
Kagoshima Japan,130.56,31.59,Asia,Kagoshima Japan
Pristina Kosovo,21.17,42.65,NA,Pristina Kosovo
Trnava Slovakia,17.58,48.38,Europe,Trnava Slovakia
Bergama Turkey,27.17,39.13,Asia,Bergama Turkey
Augsburg Germany,10.89,48.36,Europe,Augsburg Germany
Burgos Spain,-3.69,42.35,Europe,Burgos Spain
Kherson Ukraine,32.6,46.63,Europe,Kherson Ukraine
Montreuil France,2.43,48.86,Europe,Montreuil France
Ondo Nigeria,4.84,7.09,Africa,Ondo Nigeria
Nitra Slovakia,18.08,48.31,Europe,Nitra Slovakia
Zvolen Slovakia,19.14,48.58,Europe,Zvolen Slovakia
Brownsville USA,-97.48,25.93,Americas,Brownsville USA
Titu Romania,25.55,44.66,Europe,Titu Romania
Stratford USA,-73.13,41.2,Americas,Stratford USA
Bulnes Chile,-72.3,-36.74,Americas,Bulnes Chile
Ely UK,0.27,52.4,Europe,Ely UK
Fengshan Taiwan,120.35,22.63,Asia,Fengshan Taiwan
Yuma USA,-114.62,32.68,Americas,Yuma USA
Lod Israel,34.9,31.96,Asia,Lod Israel
Medicina Italy,11.63,44.48,Europe,Medicina Italy
Konan Japan,136.86,35.34,Asia,Konan Japan
Tekirdag Turkey,27.52,40.98,Asia,Tekirdag Turkey
Hamm Germany,7.8,51.67,Europe,Hamm Germany
Arkhangelsk Russia,40.53,64.57,Europe,Arkhangelsk Russia
Touliu Taiwan,120.53,23.71,Asia,Touliu Taiwan
Jonan Japan,130.72,32.7,Asia,Jonan Japan
Beaumont USA,-94.14,30.09,Americas,Beaumont USA
Erding Germany,11.89,48.31,Europe,Erding Germany
Shostka Ukraine,33.48,51.87,Europe,Shostka Ukraine
Gwalior India,78.17,26.23,Asia,Gwalior India
Dusseldorf Germany,6.79,51.24,Europe,Dusseldorf Germany
Taganrog Russia,38.91,47.22,Europe,Taganrog Russia
Kwaluseni Swaziland,31.34,-26.48,Africa,Kwaluseni Swaziland
Otjiwarongo Namibia,16.64,-20.46,Africa,Otjiwarongo Namibia
Bokaro India,85.96,23.78,Asia,Bokaro India
Khammam India,80.15,17.25,Asia,Khammam India
Tokuyama Japan,131.8,34.05,Asia,Tokuyama Japan
Bulawayo Zimbabwe,28.58,-20.17,Africa,Bulawayo Zimbabwe
Maerim Thailand,98.94,18.91,Asia,Maerim Thailand
Ruggell Liechtenstein,9.52,47.24,Europe,Ruggell Liechtenstein
Bhavnagar India,72.13,21.79,Asia,Bhavnagar India
Brest France,-4.5,48.39,Europe,Brest France
Villasanta Italy,9.29,45.62,Europe,Villasanta Italy
Umea Sweden,20.24,63.83,Europe,Umea Sweden
Phagwara India,75.76,31.22,Asia,Phagwara India
Ecully France,4.75,45.77,Europe,Ecully France
Golden Canada,-77.25,45.58,Americas,Golden Canada
Courtenay Canada,-125,49.69,Americas,Courtenay Canada
Yamagata Japan,140.33,38.25,Asia,Yamagata Japan
Caserta Italy,14.32,41.07,Europe,Caserta Italy
Baden Switzerland,8.31,47.48,Europe,Baden Switzerland
Himeji Japan,134.69,34.83,Asia,Himeji Japan
Paradise USA,-115.13,36.08,Americas,Paradise USA
Wellington UK,-2.52,52.7,Europe,Wellington UK
Brasilia Brazil,-47.91,-15.78,Americas,Brasilia Brazil
Plock Poland,19.7,52.55,Europe,Plock Poland
Erdemli Turkey,34.31,36.61,Asia,Erdemli Turkey
Bari India,77.6,26.65,Asia,Bari India
Kishangarh India,74.86,26.58,Asia,Kishangarh India
Damietta Egypt,31.82,31.42,Africa,Damietta Egypt
Appleton USA,-88.4,44.27,Americas,Appleton USA
Americana Brazil,-47.33,-22.75,Americas,Americana Brazil
Gennevilliers France,2.31,48.93,Europe,Gennevilliers France
Bagneux France,2.3,48.79,Europe,Bagneux France
Beverly USA,-70.84,42.56,Americas,Beverly USA
Laibin China,109.27,23.7,Asia,Laibin China
Shangrao China,117.97,28.47,Asia,Shangrao China
Soma Turkey,27.61,39.19,Asia,Soma Turkey
Carlow Ireland,-6.92,52.84,Europe,Carlow Ireland
Perpignan France,2.89,42.7,Europe,Perpignan France
Contagem Brazil,-44.1,-19.91,Americas,Contagem Brazil
Puteaux France,2.23,48.88,Europe,Puteaux France
Sakai Japan,139.79,36.12,Asia,Sakai Japan
Hexham UK,-2.1,54.97,Europe,Hexham UK
Kurume Japan,130.51,33.31,Asia,Kurume Japan
Vientiane Laos,102.61,17.97,Asia,Vientiane Laos
Asansol India,86.98,23.69,Asia,Asansol India
Georgetown Guyana,-58.16,6.79,Americas,Georgetown Guyana
Peterborough UK,-0.25,52.59,Europe,Peterborough UK
Getafe Spain,-3.73,40.3,Europe,Getafe Spain
Assis Brazil,-50.42,-22.66,Americas,Assis Brazil
Pontal Brazil,-48.09,-21.05,Americas,Pontal Brazil
Borujerd Iran,48.8,33.92,Asia,Borujerd Iran
Koriyama Japan,140.38,37.41,Asia,Koriyama Japan
Lynchburg USA,-79.19,37.4,Americas,Lynchburg USA
Montgomery USA,-86.28,32.35,Americas,Montgomery USA
Puyang China,114.98,35.7,Asia,Puyang China
Neyagawa Japan,135.64,34.79,Asia,Neyagawa Japan
Karaj Iran,50.97,35.8,Asia,Karaj Iran
Cayeli Turkey,40.73,41.09,Asia,Cayeli Turkey
Rize Turkey,40.52,41.02,Asia,Rize Turkey
Qiqihar China,124,47.35,Asia,Qiqihar China
Shouguang China,118.7,36.89,Asia,Shouguang China
Jiaocheng China,119.53,26.66,Asia,Jiaocheng China
Kozani Greece,21.79,40.3,Europe,Kozani Greece
Chiyoda Japan,140.23,36.15,Asia,Chiyoda Japan
Surakarta Indonesia,110.82,-7.57,Asia,Surakarta Indonesia
Surabaya Indonesia,112.74,-7.24,Asia,Surabaya Indonesia
Everett USA,-122.2,47.96,Americas,Everett USA
Bujumbura Burundi,29.35,-3.37,Africa,Bujumbura Burundi
Cuernavaca Mexico,-99.25,18.92,Americas,Cuernavaca Mexico
Paterna Spain,-0.42,39.5,Europe,Paterna Spain
Odesa Ukraine,30.73,46.47,Europe,Odesa Ukraine
Irving USA,-96.97,32.86,Americas,Irving USA
Badajoz Spain,-6.97,38.88,Europe,Badajoz Spain
Malaga Spain,-4.42,36.72,Europe,Malaga Spain
Shinjo Japan,140.3,38.77,Asia,Shinjo Japan
Tokamachi Japan,138.75,37.14,Asia,Tokamachi Japan
Marignane France,5.22,43.42,Europe,Marignane France
Villahermosa Mexico,-92.92,17.98,Americas,Villahermosa Mexico
Texcoco Mexico,-98.88,19.52,Americas,Texcoco Mexico
Coatepec Mexico,-96.97,19.45,Americas,Coatepec Mexico
Xalapa Mexico,-96.92,19.53,Americas,Xalapa Mexico
Veracruz Mexico,-96.14,19.19,Americas,Veracruz Mexico
Changping China,116.2,40.22,Asia,Changping China
Saint-Genis-Laval France,4.8,45.69,Europe,Saint-Genis-Laval France
Yogyakarta Indonesia,110.37,-7.78,Asia,Yogyakarta Indonesia
Kutahya Turkey,29.98,39.42,Asia,Kutahya Turkey
Eskisehir Turkey,30.52,39.79,Asia,Eskisehir Turkey
Qena Egypt,32.72,26.15,Africa,Qena Egypt
Mersin Turkey,34.63,36.81,Asia,Mersin Turkey
Findlay USA,-83.64,41.04,Americas,Findlay USA
Piracicaba Brazil,-47.64,-22.71,Americas,Piracicaba Brazil
Corsham UK,-2.19,51.43,Europe,Corsham UK
Merauke Indonesia,140.4,-8.5,Asia,Merauke Indonesia
Abingdon UK,-1.29,51.68,Europe,Abingdon UK
Veszprem Hungary,17.91,47.1,Europe,Veszprem Hungary
Iskenderun Turkey,36.17,36.58,Asia,Iskenderun Turkey
Gelugor Malaysia,100.5,5.48,Asia,Gelugor Malaysia
Wuzhou China,111.32,23.48,Asia,Wuzhou China
Sari Iran,53.1,36.55,Asia,Sari Iran
Imphal India,93.94,24.79,Asia,Imphal India
Battipaglia Italy,14.97,40.62,Europe,Battipaglia Italy
Mus Turkey,41.49,38.74,Asia,Mus Turkey
Paisley UK,-4.43,55.85,Europe,Paisley UK
Omsk Russia,73.4,55,Europe,Omsk Russia
Saint-Nazaire France,-2.22,47.28,Europe,Saint-Nazaire France
Elazig Turkey,39.23,38.68,Asia,Elazig Turkey
Namakkal India,78.17,11.23,Asia,Namakkal India
Denizli Turkey,29.08,37.78,Asia,Denizli Turkey
Murmansk Russia,33.08,68.96,Europe,Murmansk Russia
Sivas Turkey,37.02,39.75,Asia,Sivas Turkey
Yima China,111.87,34.72,Asia,Yima China
Saratov Russia,46.03,51.57,Europe,Saratov Russia
Hino Japan,139.4,35.68,Asia,Hino Japan
Fano Italy,13.01,43.85,Europe,Fano Italy
Kochi India,76.22,10.02,Asia,Kochi India
Kuantan Malaysia,103.34,3.82,Asia,Kuantan Malaysia
Gonabad Iran,58.68,34.35,Asia,Gonabad Iran
Athabasca Canada,-113.27,54.72,Americas,Athabasca Canada
Bengkulu Indonesia,102.25,-3.8,Asia,Bengkulu Indonesia
Raghogarh India,77.2,24.45,Asia,Raghogarh India
Meylan France,5.75,45.22,Europe,Meylan France
Kasugai Japan,136.98,35.24,Asia,Kasugai Japan
Matsumoto Japan,137.97,36.24,Asia,Matsumoto Japan
Allschwil Switzerland,7.53,47.55,Europe,Allschwil Switzerland
Vladikavkaz Russia,44.68,43.04,Europe,Vladikavkaz Russia
Kanata Canada,-75.88,45.34,Americas,Kanata Canada
Hamadan Iran,48.58,34.77,Asia,Hamadan Iran
Chihuahua Mexico,-106.08,28.63,Americas,Chihuahua Mexico
Metallostroy Russia,30.58,59.8,Europe,Metallostroy Russia
Kaga Japan,136.31,36.31,Asia,Kaga Japan
Concepcion Chile,-73.05,-36.83,Americas,Concepcion Chile
Xinpu China,119.17,34.6,Asia,Xinpu China
Peshawar Pakistan,71.54,34.01,Asia,Peshawar Pakistan
Milton Canada,-79.89,43.51,Americas,Milton Canada
